date,product_name,current_price,original_price,discount_price,rating,year,month,quarter,day_of_week,is_weekend,day_of_year,price_change,price_change_pct,days_since_last_change,discount_percentage
2023-12-05,Apple iPhone 14,69360,70929,1568,4.4,2023,12,4,1,0,339,-216.0,-0.31045187995860646,386,2.21
2023-12-06,Apple iPhone 14,70178,72142,1964,4.4,2023,12,4,2,0,340,818.0,1.1793540945790104,387,2.72
2023-12-07,Apple iPhone 14,68940,73007,4067,4.6,2023,12,4,3,0,341,-1238.0,-1.764085610875199,388,5.57
2023-12-08,Apple iPhone 14,68799,72864,4065,4.5,2023,12,4,4,0,342,-141.0,-0.20452567449956716,389,5.58
2023-12-09,Apple iPhone 14,68622,70708,2085,4.4,2023,12,4,5,1,343,-177.0,-0.2572711812671713,390,2.95
2023-12-10,Apple iPhone 14,68680,71908,3227,4.5,2023,12,4,6,1,344,58.0,0.08452099909650457,391,4.49
2023-12-11,Apple iPhone 14,69297,74085,4788,4.4,2023,12,4,0,0,345,617.0,0.8983692486895789,392,6.46
2023-12-12,Apple iPhone 14,70199,70449,250,4.4,2023,12,4,1,0,346,902.0,1.3016436497972572,393,0.35
2023-12-13,Apple iPhone 14,68978,70085,1107,4.4,2023,12,4,2,0,347,-1221.0,-1.7393410162537926,394,1.58
2023-12-14,Apple iPhone 14,68655,68943,288,4.4,2023,12,4,3,0,348,-323.0,-0.4682652439908397,395,0.42
2023-12-15,Apple iPhone 14,69476,71107,1631,4.4,2023,12,4,4,0,349,821.0,1.19583424368217,396,2.29
2023-12-16,Apple iPhone 14,68486,72361,3875,4.5,2023,12,4,5,1,350,-990.0,-1.4249525015832765,397,5.36
2023-12-17,Apple iPhone 14,69466,74918,5451,4.4,2023,12,4,6,1,351,980.0,1.4309493911164317,398,7.28
2023-12-18,Apple iPhone 14,69175,72389,3213,4.6,2023,12,4,0,0,352,-291.0,-0.41890997034520483,399,4.44
2023-12-19,Apple iPhone 14,68704,71390,2686,4.5,2023,12,4,1,0,353,-471.0,-0.680881821467294,400,3.76
2023-12-20,Apple iPhone 14,69215,73907,4691,4.5,2023,12,4,2,0,354,511.0,0.7437703772706028,401,6.35
2023-12-21,Apple iPhone 14,68353,70156,1803,4.5,2023,12,4,3,0,355,-862.0,-1.2453947843675484,402,2.57
2023-12-22,Apple iPhone 14,68465,72001,3536,4.5,2023,12,4,4,0,356,112.0,0.16385528067530686,403,4.91
2023-12-23,Apple iPhone 14,68100,68608,508,4.5,2023,12,4,5,1,357,-365.0,-0.533119111955016,404,0.74
2023-12-24,Apple iPhone 14,68367,71101,2734,4.5,2023,12,4,6,1,358,267.0,0.39207048458149707,405,3.85
2023-12-25,Apple iPhone 14,68548,72913,4364,4.6,2023,12,4,0,0,359,181.0,0.264747612152072,406,5.99
2023-12-26,Apple iPhone 14,68534,71199,2665,4.5,2023,12,4,1,0,360,-14.0,-0.020423644745293235,407,3.74
2023-12-27,Apple iPhone 14,68457,70153,1696,4.5,2023,12,4,2,0,361,-77.0,-0.11235299267516874,408,2.42
2023-12-28,Apple iPhone 14,68712,70291,1579,4.5,2023,12,4,3,0,362,255.0,0.37249660370743953,409,2.25
2023-12-29,Apple iPhone 14,67943,73273,5329,4.5,2023,12,4,4,0,363,-769.0,-1.1191640470369024,410,7.27
2023-12-30,Apple iPhone 14,67684,69298,1613,4.4,2023,12,4,5,1,364,-259.0,-0.3812018898194047,411,2.33
2023-12-31,Apple iPhone 14,67610,70423,2813,4.5,2023,12,4,6,1,365,-74.0,-0.1093315997872435,412,3.99
2024-01-01,Apple iPhone 14,67871,71861,3990,4.5,2024,1,1,0,0,1,261.0,0.3860375684070494,413,5.55
2024-01-02,Apple iPhone 14,67777,71958,4180,4.5,2024,1,1,1,0,2,-94.0,-0.13849803303325192,414,5.81
2024-01-03,Apple iPhone 14,68178,69392,1214,4.5,2024,1,1,2,0,3,401.0,0.5916461336441525,415,1.75
2024-01-04,Apple iPhone 14,67484,69966,2482,4.6,2024,1,1,3,0,4,-694.0,-1.0179236703922068,416,3.55
2024-01-05,Apple iPhone 14,66795,69608,2813,4.6,2024,1,1,4,0,5,-689.0,-1.0209827514670144,417,4.04
2024-01-06,Apple iPhone 14,68054,70134,2080,4.5,2024,1,1,5,1,6,1259.0,1.8848716221274042,418,2.97
2024-01-07,Apple iPhone 14,68099,69562,1463,4.6,2024,1,1,6,1,7,45.0,0.06612396038438995,419,2.1
2024-01-08,Apple iPhone 14,67658,72808,5149,4.6,2024,1,1,0,0,8,-441.0,-0.6475866018590626,420,7.07
2024-01-09,Apple iPhone 14,67744,68164,420,4.6,2024,1,1,1,0,9,86.0,0.12710987614177327,421,0.62
2024-01-10,Apple iPhone 14,68681,73089,4407,4.6,2024,1,1,2,0,10,937.0,1.3831483230987152,422,6.03
2024-01-11,Apple iPhone 14,67756,70928,3172,4.5,2024,1,1,3,0,11,-925.0,-1.3468062491809984,423,4.47
2024-01-12,Apple iPhone 14,66967,71759,4791,4.6,2024,1,1,4,0,12,-789.0,-1.164472519038906,424,6.68
2024-01-13,Apple iPhone 14,67280,68262,982,4.6,2024,1,1,5,1,13,313.0,0.46739438828078406,425,1.44
2024-01-14,Apple iPhone 14,67408,67861,453,4.5,2024,1,1,6,1,14,128.0,0.19024970273484598,426,0.67
2024-01-15,Apple iPhone 14,68161,72531,4369,4.6,2024,1,1,0,0,15,753.0,1.117078091621182,427,6.03
2024-01-16,Apple iPhone 14,66891,68183,1291,4.6,2024,1,1,1,0,16,-1270.0,-1.8632355745954454,428,1.89
2024-01-17,Apple iPhone 14,67362,71241,3878,4.5,2024,1,1,2,0,17,471.0,0.7041306005292292,429,5.44
2024-01-18,Apple iPhone 14,68506,69314,808,4.6,2024,1,1,3,0,18,1144.0,1.6982868679671137,430,1.17
2024-01-19,Apple iPhone 14,66773,67493,719,4.5,2024,1,1,4,0,19,-1733.0,-2.5297054272618413,431,1.07
2024-01-20,Apple iPhone 14,67328,68874,1546,4.6,2024,1,1,5,1,20,555.0,0.8311742770281461,432,2.24
2024-01-21,Apple iPhone 14,67637,72009,4372,4.6,2024,1,1,6,1,21,309.0,0.45894724334600845,433,6.07
2024-01-22,Apple iPhone 14,68009,71035,3025,4.5,2024,1,1,0,0,22,372.0,0.5499948253175013,434,4.26
2024-01-23,Apple iPhone 14,67234,71410,4176,4.6,2024,1,1,1,0,23,-775.0,-1.1395550588892633,435,5.85
2024-01-24,Apple iPhone 14,67452,70614,3161,4.6,2024,1,1,2,0,24,218.0,0.3242407115447543,436,4.48
2024-01-25,Apple iPhone 14,66086,69988,3902,4.6,2024,1,1,3,0,25,-1366.0,-2.0251438059657234,437,5.58
2024-01-26,Apple iPhone 14,67139,70036,2896,4.6,2024,1,1,4,0,26,1053.0,1.5933783252126021,438,4.14
2024-01-27,Apple iPhone 14,67128,68750,1621,4.7,2024,1,1,5,1,27,-11.0,-0.016383919927309698,439,2.36
2024-01-28,Apple iPhone 14,66253,70986,4732,4.7,2024,1,1,6,1,28,-875.0,-1.3034799189607926,440,6.67
2024-01-29,Apple iPhone 14,66169,70797,4627,4.6,2024,1,1,0,0,29,-84.0,-0.12678671154513488,441,6.54
2024-01-30,Apple iPhone 14,66693,67679,986,4.6,2024,1,1,1,0,30,524.0,0.7919116202451226,442,1.46
2024-01-31,Apple iPhone 14,67056,69169,2113,4.7,2024,1,1,2,0,31,363.0,0.544285007422074,443,3.05
2024-02-01,Apple iPhone 14,66766,71039,4272,4.6,2024,2,1,3,0,32,-290.0,-0.432474349797185,444,6.02
2024-02-02,Apple iPhone 14,66857,72161,5304,4.6,2024,2,1,4,0,33,91.0,0.13629691759278195,445,7.35
2024-02-03,Apple iPhone 14,66971,67030,58,4.7,2024,2,1,5,1,34,114.0,0.170513184857235,446,0.09
2024-02-04,Apple iPhone 14,67013,70645,3631,4.7,2024,2,1,6,1,35,42.0,0.06271371190516017,447,5.14
2024-02-05,Apple iPhone 14,67383,70921,3538,4.6,2024,2,1,0,0,36,370.0,0.5521316759434791,448,4.99
2024-02-06,Apple iPhone 14,67114,71792,4677,4.6,2024,2,1,1,0,37,-269.0,-0.39921048335633813,449,6.52
2024-02-07,Apple iPhone 14,66588,69333,2744,4.6,2024,2,1,2,0,38,-526.0,-0.7837410972375336,450,3.96
2024-02-08,Apple iPhone 14,65972,67552,1579,4.7,2024,2,1,3,0,39,-616.0,-0.9250916080975502,451,2.34
2024-02-09,Apple iPhone 14,66860,67246,385,4.6,2024,2,1,4,0,40,888.0,1.3460255866124982,452,0.57
2024-02-10,Apple iPhone 14,66893,68346,1452,4.7,2024,2,1,5,1,41,33.0,0.049356865091243485,453,2.13
2024-02-11,Apple iPhone 14,66947,67921,973,4.7,2024,2,1,6,1,42,54.0,0.08072593544914408,454,1.43
2024-02-12,Apple iPhone 14,66676,69953,3277,4.7,2024,2,1,0,0,43,-271.0,-0.4047978251452644,455,4.68
2024-02-13,Apple iPhone 14,67323,70335,3012,4.6,2024,2,1,1,0,44,647.0,0.9703641490191428,456,4.28
2024-02-14,Apple iPhone 14,66468,70362,3893,4.7,2024,2,1,2,0,45,-855.0,-1.269996880709412,457,5.53
2024-02-15,Apple iPhone 14,66508,70195,3687,4.6,2024,2,1,3,0,46,40.0,0.06017933441655465,458,5.25
2024-02-16,Apple iPhone 14,67531,70204,2672,4.7,2024,2,1,4,0,47,1023.0,1.5381608227581722,459,3.81
2024-02-17,Apple iPhone 14,66401,68273,1872,4.5,2024,2,1,5,1,48,-1130.0,-1.673305592986929,460,2.74
2024-02-18,Apple iPhone 14,66592,68510,1917,4.7,2024,2,1,6,1,49,191.0,0.28764627038748714,461,2.8
2024-02-19,Apple iPhone 14,65842,67676,1833,4.6,2024,2,1,0,0,50,-750.0,-1.1262614127823145,462,2.71
2024-02-20,Apple iPhone 14,66486,66592,106,4.6,2024,2,1,1,0,51,644.0,0.9780990856899763,463,0.16
2024-02-21,Apple iPhone 14,67483,70507,3023,4.7,2024,2,1,2,0,52,997.0,1.4995638179466253,464,4.29
2024-02-22,Apple iPhone 14,67041,72117,5076,4.7,2024,2,1,3,0,53,-442.0,-0.6549797726834949,465,7.04
2024-02-23,Apple iPhone 14,66110,69045,2935,4.6,2024,2,1,4,0,54,-931.0,-1.3887024358228528,466,4.25
2024-02-24,Apple iPhone 14,66399,70049,3649,4.7,2024,2,1,5,1,55,289.0,0.43715020420511674,467,5.21
2024-02-25,Apple iPhone 14,66520,67710,1190,4.6,2024,2,1,6,1,56,121.0,0.18223166011537284,468,1.76
2024-02-26,Apple iPhone 14,66088,66150,61,4.6,2024,2,1,0,0,57,-432.0,-0.6494287432351142,469,0.09
2024-02-27,Apple iPhone 14,67012,70571,3559,4.6,2024,2,1,1,0,58,924.0,1.3981358189081305,470,5.04
2024-02-28,Apple iPhone 14,66724,69851,3127,4.6,2024,2,1,2,0,59,-288.0,-0.42977377186175225,471,4.48
2024-02-29,Apple iPhone 14,66639,71453,4814,4.7,2024,2,1,3,0,60,-85.0,-0.1273904442179674,472,6.74
2024-03-01,Apple iPhone 14,66204,66847,642,4.6,2024,3,1,4,0,61,-435.0,-0.6527708999234716,473,0.96
2024-03-02,Apple iPhone 14,67077,69023,1946,4.7,2024,3,1,5,1,62,873.0,1.31865144100054,474,2.82
2024-03-03,Apple iPhone 14,66444,70579,4135,4.5,2024,3,1,6,1,63,-633.0,-0.9436915783353483,475,5.86
2024-03-04,Apple iPhone 14,67400,67799,399,4.6,2024,3,1,0,0,64,956.0,1.4388056107398794,476,0.59
2024-03-05,Apple iPhone 14,67302,68126,824,4.7,2024,3,1,1,0,65,-98.0,-0.14540059347181167,477,1.21
2024-03-06,Apple iPhone 14,65546,68034,2488,4.7,2024,3,1,2,0,66,-1756.0,-2.6091349439838374,478,3.66
2024-03-07,Apple iPhone 14,66446,67823,1376,4.6,2024,3,1,3,0,67,900.0,1.3730815000152496,479,2.03
2024-03-08,Apple iPhone 14,66800,67299,498,4.7,2024,3,1,4,0,68,354.0,0.5327634470096099,480,0.74
2024-03-09,Apple iPhone 14,67069,69438,2368,4.5,2024,3,1,5,1,69,269.0,0.4026946107784424,481,3.41
2024-03-10,Apple iPhone 14,67273,71516,4242,4.7,2024,3,1,6,1,70,204.0,0.3041643680388839,482,5.93
2024-03-11,Apple iPhone 14,65779,69920,4140,4.6,2024,3,1,0,0,71,-1494.0,-2.2208018075602354,483,5.92
2024-03-12,Apple iPhone 14,66724,69628,2904,4.6,2024,3,1,1,0,72,945.0,1.4366287112908438,484,4.17
2024-03-13,Apple iPhone 14,66846,71858,5012,4.6,2024,3,1,2,0,73,122.0,0.18284275523050564,485,6.97
2024-03-14,Apple iPhone 14,66899,67121,222,4.6,2024,3,1,3,0,74,53.0,0.0792867187266344,486,0.33
2024-03-15,Apple iPhone 14,66660,66775,115,4.7,2024,3,1,4,0,75,-239.0,-0.35725496644194443,487,0.17
2024-03-16,Apple iPhone 14,66865,70733,3867,4.6,2024,3,1,5,1,76,205.0,0.3075307530753024,488,5.47
2024-03-17,Apple iPhone 14,67067,68027,959,4.6,2024,3,1,6,1,77,202.0,0.30210124878486955,489,1.41
2024-03-18,Apple iPhone 14,66816,69866,3049,4.7,2024,3,1,0,0,78,-251.0,-0.3742526130585788,490,4.37
2024-03-19,Apple iPhone 14,66166,67636,1469,4.6,2024,3,1,1,0,79,-650.0,-0.9728208812260553,491,2.17
2024-03-20,Apple iPhone 14,67155,67305,150,4.6,2024,3,1,2,0,80,989.0,1.4947253876613331,492,0.22
2024-03-21,Apple iPhone 14,66701,70031,3330,4.7,2024,3,1,3,0,81,-454.0,-0.6760479487752269,493,4.76
2024-03-22,Apple iPhone 14,67637,71883,4246,4.6,2024,3,1,4,0,82,936.0,1.4032773121842146,494,5.91
2024-03-23,Apple iPhone 14,67905,69947,2042,4.5,2024,3,1,5,1,83,268.0,0.3962328311427177,495,2.92
2024-03-24,Apple iPhone 14,66847,68985,2137,4.6,2024,3,1,6,1,84,-1058.0,-1.5580590530888783,496,3.1
2024-03-25,Apple iPhone 14,67281,72288,5006,4.6,2024,3,1,0,0,85,434.0,0.6492437955330832,497,6.93
2024-03-26,Apple iPhone 14,67871,68670,799,4.7,2024,3,1,1,0,86,590.0,0.8769191896672135,498,1.16
2024-03-27,Apple iPhone 14,65940,68499,2559,4.5,2024,3,1,2,0,87,-1931.0,-2.8451032105022755,499,3.74
2024-03-28,Apple iPhone 14,66346,67896,1550,4.6,2024,3,1,3,0,88,406.0,0.6157112526539388,500,2.28
2024-03-29,Apple iPhone 14,66176,68581,2405,4.5,2024,3,1,4,0,89,-170.0,-0.25623247822024187,501,3.51
2024-03-30,Apple iPhone 14,66659,70410,3750,4.5,2024,3,1,5,1,90,483.0,0.7298718568665485,502,5.33
2024-03-31,Apple iPhone 14,66608,68134,1525,4.5,2024,3,1,6,1,91,-51.0,-0.07650879851183179,503,2.24
2024-04-01,Apple iPhone 14,67206,69061,1855,4.5,2024,4,2,0,0,92,598.0,0.8977900552486151,504,2.69
2024-04-02,Apple iPhone 14,67129,70675,3546,4.6,2024,4,2,1,0,93,-77.0,-0.11457310359194173,505,5.02
2024-04-03,Apple iPhone 14,66795,72000,5205,4.6,2024,4,2,2,0,94,-334.0,-0.4975494942573211,506,7.23
2024-04-04,Apple iPhone 14,67386,69263,1877,4.6,2024,4,2,3,0,95,591.0,0.8847967662250156,507,2.71
2024-04-05,Apple iPhone 14,67230,70375,3145,4.6,2024,4,2,4,0,96,-156.0,-0.23150209242276398,508,4.47
2024-04-06,Apple iPhone 14,67048,69801,2753,4.4,2024,4,2,5,1,97,-182.0,-0.27071247954781885,509,3.94
2024-04-07,Apple iPhone 14,67456,71669,4213,4.5,2024,4,2,6,1,98,408.0,0.6085192697768749,510,5.88
2024-04-08,Apple iPhone 14,66534,70829,4295,4.5,2024,4,2,0,0,99,-922.0,-1.3668168880455411,511,6.06
2024-04-09,Apple iPhone 14,67292,69041,1748,4.5,2024,4,2,1,0,100,758.0,1.1392671416118105,512,2.53
2024-04-10,Apple iPhone 14,66955,69923,2968,4.6,2024,4,2,2,0,101,-337.0,-0.5008024728050842,513,4.24
2024-04-11,Apple iPhone 14,68386,72780,4394,4.6,2024,4,2,3,0,102,1431.0,2.1372563662161115,514,6.04
2024-04-12,Apple iPhone 14,67685,69110,1425,4.5,2024,4,2,4,0,103,-701.0,-1.0250636095107235,515,2.06
2024-04-13,Apple iPhone 14,67714,67811,97,4.5,2024,4,2,5,1,104,29.0,0.042845534461100065,516,0.14
2024-04-14,Apple iPhone 14,67196,70752,3556,4.6,2024,4,2,6,1,105,-518.0,-0.7649821307262883,517,5.03
2024-04-15,Apple iPhone 14,66041,67299,1257,4.6,2024,4,2,0,0,106,-1155.0,-1.7188523126376531,518,1.87
2024-04-16,Apple iPhone 14,67755,72151,4395,4.5,2024,4,2,1,0,107,1714.0,2.595357429475631,519,6.09
2024-04-17,Apple iPhone 14,67339,70778,3439,4.5,2024,4,2,2,0,108,-416.0,-0.6139768282783509,520,4.86
2024-04-18,Apple iPhone 14,66897,71680,4782,4.5,2024,4,2,3,0,109,-442.0,-0.6563804036293974,521,6.67
2024-04-19,Apple iPhone 14,67432,68979,1546,4.5,2024,4,2,4,0,110,535.0,0.7997369089794759,522,2.24
2024-04-20,Apple iPhone 14,68053,69675,1621,4.4,2024,4,2,5,1,111,621.0,0.920927749436462,523,2.33
2024-04-21,Apple iPhone 14,67861,71035,3174,4.5,2024,4,2,6,1,112,-192.0,-0.28213304336326406,524,4.47
2024-04-22,Apple iPhone 14,67040,69612,2571,4.5,2024,4,2,0,0,113,-821.0,-1.2098259677870926,525,3.69
2024-04-23,Apple iPhone 14,67309,68488,1178,4.5,2024,4,2,1,0,114,269.0,0.4012529832935652,526,1.72
2024-04-24,Apple iPhone 14,67423,70882,3458,4.5,2024,4,2,2,0,115,114.0,0.16936813799046657,527,4.88
2024-04-25,Apple iPhone 14,67501,71063,3562,4.5,2024,4,2,3,0,116,78.0,0.11568752502855162,528,5.01
2024-04-26,Apple iPhone 14,67495,72577,5082,4.4,2024,4,2,4,0,117,-6.0,-0.00888875720359561,529,7.0
2024-04-27,Apple iPhone 14,66909,69968,3058,4.4,2024,4,2,5,1,118,-586.0,-0.8682124601822383,530,4.37
2024-04-28,Apple iPhone 14,67489,72458,4968,4.4,2024,4,2,6,1,119,580.0,0.8668490038709287,531,6.86
2024-04-29,Apple iPhone 14,67715,69629,1913,4.4,2024,4,2,0,0,120,226.0,0.3348693861221719,532,2.75
2024-04-30,Apple iPhone 14,67272,72556,5284,4.5,2024,4,2,1,0,121,-443.0,-0.6542125083068728,533,7.28
2024-05-01,Apple iPhone 14,67579,72741,5161,4.4,2024,5,2,2,0,122,307.0,0.4563562849328129,534,7.1
2024-05-02,Apple iPhone 14,67668,72130,4461,4.5,2024,5,2,3,0,123,89.0,0.13169771674632624,535,6.19
2024-05-03,Apple iPhone 14,67589,71294,3704,4.4,2024,5,2,4,0,124,-79.0,-0.11674646804988864,536,5.2
2024-05-04,Apple iPhone 14,67668,72960,5291,4.4,2024,5,2,5,1,125,79.0,0.11688292473628348,537,7.25
2024-05-05,Apple iPhone 14,68513,72538,4024,4.5,2024,5,2,6,1,126,845.0,1.248743867115909,538,5.55
2024-05-06,Apple iPhone 14,67903,72123,4220,4.4,2024,5,2,0,0,127,-610.0,-0.8903419788945155,539,5.85
2024-05-07,Apple iPhone 14,67030,67809,778,4.4,2024,5,2,1,0,128,-873.0,-1.2856574819963718,540,1.15
2024-05-08,Apple iPhone 14,67350,67722,371,4.4,2024,5,2,2,0,129,320.0,0.47739817991943045,541,0.55
2024-05-09,Apple iPhone 14,67684,69676,1992,4.4,2024,5,2,3,0,130,334.0,0.4959168522642887,542,2.86
2024-05-10,Apple iPhone 14,67763,67834,70,4.5,2024,5,2,4,0,131,79.0,0.11671887004314208,543,0.1
2024-05-11,Apple iPhone 14,67298,69705,2407,4.5,2024,5,2,5,1,132,-465.0,-0.6862151911810277,544,3.45
2024-05-12,Apple iPhone 14,68033,71156,3122,4.4,2024,5,2,6,1,133,735.0,1.0921572706469762,545,4.39
2024-05-13,Apple iPhone 14,68652,72502,3849,4.4,2024,5,2,0,0,134,619.0,0.9098525715461658,546,5.31
2024-05-14,Apple iPhone 14,68427,69152,725,4.3,2024,5,2,1,0,135,-225.0,-0.32773990561090205,547,1.05
2024-05-15,Apple iPhone 14,69864,70384,519,4.4,2024,5,2,2,0,136,1437.0,2.1000482265772336,548,0.74
2024-05-16,Apple iPhone 14,67362,72618,5256,4.4,2024,5,2,3,0,137,-2502.0,-3.58124355891446,549,7.24
2024-05-17,Apple iPhone 14,68874,71916,3041,4.3,2024,5,2,4,0,138,1512.0,2.244588937383085,550,4.23
2024-05-18,Apple iPhone 14,69080,71024,1943,4.4,2024,5,2,5,1,139,206.0,0.29909690158840263,551,2.74
2024-05-19,Apple iPhone 14,68378,68892,513,4.4,2024,5,2,6,1,140,-702.0,-1.0162130862767849,552,0.75
2024-05-20,Apple iPhone 14,67896,73223,5327,4.4,2024,5,2,0,0,141,-482.0,-0.7049050864313067,553,7.28
2024-05-21,Apple iPhone 14,67345,71916,4571,4.4,2024,5,2,1,0,142,-551.0,-0.8115352892659411,554,6.36
2024-05-22,Apple iPhone 14,67864,71589,3724,4.4,2024,5,2,2,0,143,519.0,0.7706585492612605,555,5.2
2024-05-23,Apple iPhone 14,68275,70500,2225,4.5,2024,5,2,3,0,144,411.0,0.6056230107273297,556,3.16
2024-05-24,Apple iPhone 14,67942,72914,4971,4.4,2024,5,2,4,0,145,-333.0,-0.48773343097766597,557,6.82
2024-05-25,Apple iPhone 14,68557,70011,1453,4.4,2024,5,2,5,1,146,615.0,0.9051838332695628,558,2.08
2024-05-26,Apple iPhone 14,67902,67928,25,4.5,2024,5,2,6,1,147,-655.0,-0.9554093673877162,559,0.04
2024-05-27,Apple iPhone 14,69458,74747,5288,4.3,2024,5,2,0,0,148,1556.0,2.2915378044829238,560,7.08
2024-05-28,Apple iPhone 14,67812,69964,2151,4.3,2024,5,2,1,0,149,-1646.0,-2.3697774194477272,561,3.08
2024-05-29,Apple iPhone 14,69074,70356,1282,4.2,2024,5,2,2,0,150,1262.0,1.861027546746885,562,1.82
2024-05-30,Apple iPhone 14,68126,68557,430,4.4,2024,5,2,3,0,151,-948.0,-1.3724411500709355,563,0.63
2024-05-31,Apple iPhone 14,68436,71685,3249,4.3,2024,5,2,4,0,152,310.0,0.45503919208524923,564,4.53
2024-06-01,Apple iPhone 14,67225,72289,5064,4.3,2024,6,2,5,1,153,-1211.0,-1.7695365012566522,565,7.01
2024-06-02,Apple iPhone 14,68152,69310,1157,4.3,2024,6,2,6,1,154,927.0,1.3789512830048256,566,1.67
2024-06-03,Apple iPhone 14,68707,73305,4597,4.3,2024,6,2,0,0,155,555.0,0.814356145087447,567,6.27
2024-06-04,Apple iPhone 14,68616,71697,3081,4.3,2024,6,2,1,0,156,-91.0,-0.13244647561383438,568,4.3
2024-06-05,Apple iPhone 14,67964,69312,1347,4.3,2024,6,2,2,0,157,-652.0,-0.9502156931327943,569,1.94
2024-06-06,Apple iPhone 14,68496,73001,4505,4.3,2024,6,2,3,0,158,532.0,0.782767347419222,570,6.17
2024-06-07,Apple iPhone 14,67975,70119,2144,4.2,2024,6,2,4,0,159,-521.0,-0.7606283578603157,571,3.06
2024-06-08,Apple iPhone 14,68090,71782,3692,4.4,2024,6,2,5,1,160,115.0,0.16917984553144194,572,5.14
2024-06-09,Apple iPhone 14,68233,68952,718,4.4,2024,6,2,6,1,161,143.0,0.21001615508884353,573,1.04
2024-06-10,Apple iPhone 14,67566,68236,670,4.4,2024,6,2,0,0,162,-667.0,-0.9775328653290893,574,0.98
2024-06-11,Apple iPhone 14,67686,69646,1959,4.3,2024,6,2,1,0,163,120.0,0.17760412041558649,575,2.81
2024-06-12,Apple iPhone 14,67971,69638,1666,4.3,2024,6,2,2,0,164,285.0,0.42106196259197315,576,2.39
2024-06-13,Apple iPhone 14,67419,70825,3406,4.4,2024,6,2,3,0,165,-552.0,-0.8121110473584325,577,4.81
2024-06-14,Apple iPhone 14,68825,70355,1529,4.3,2024,6,2,4,0,166,1406.0,2.0854655215888807,578,2.17
2024-06-15,Apple iPhone 14,68131,68950,819,4.4,2024,6,2,5,1,167,-694.0,-1.008354522339261,579,1.19
2024-06-16,Apple iPhone 14,67881,72400,4518,4.3,2024,6,2,6,1,168,-250.0,-0.36694015939880975,580,6.24
2024-06-17,Apple iPhone 14,68377,72165,3788,4.4,2024,6,2,0,0,169,496.0,0.7306904730336905,581,5.25
2024-06-18,Apple iPhone 14,67763,70331,2567,4.2,2024,6,2,1,0,170,-614.0,-0.8979627652573208,582,3.65
2024-06-19,Apple iPhone 14,68644,74069,5425,4.3,2024,6,2,2,0,171,881.0,1.3001195342591032,583,7.32
2024-06-20,Apple iPhone 14,68873,72542,3668,4.4,2024,6,2,3,0,172,229.0,0.3336052677582968,584,5.06
2024-06-21,Apple iPhone 14,67182,69167,1984,4.4,2024,6,2,4,0,173,-1691.0,-2.4552437094362056,585,2.87
2024-06-22,Apple iPhone 14,68065,71114,3048,4.3,2024,6,2,5,1,174,883.0,1.3143401506355845,586,4.29
2024-06-23,Apple iPhone 14,68832,70008,1176,4.3,2024,6,2,6,1,175,767.0,1.1268640270329922,587,1.68
2024-06-24,Apple iPhone 14,69121,73729,4607,4.3,2024,6,2,0,0,176,289.0,0.4198628544862748,588,6.25
2024-06-25,Apple iPhone 14,67954,72567,4612,4.3,2024,6,2,1,0,177,-1167.0,-1.6883436292877696,589,6.36
2024-06-26,Apple iPhone 14,67938,69447,1509,4.4,2024,6,2,2,0,178,-16.0,-0.023545339494368545,590,2.17
2024-06-27,Apple iPhone 14,67151,69724,2572,4.3,2024,6,2,3,0,179,-787.0,-1.1584091377432326,591,3.69
2024-06-28,Apple iPhone 14,68523,73291,4767,4.3,2024,6,2,4,0,180,1372.0,2.0431564682581005,592,6.51
2024-06-29,Apple iPhone 14,67246,69131,1885,4.4,2024,6,2,5,1,181,-1277.0,-1.8636078397034628,593,2.73
2024-06-30,Apple iPhone 14,68458,73064,4606,4.4,2024,6,2,6,1,182,1212.0,1.8023376855129003,594,6.3
2024-07-01,Apple iPhone 14,67348,72710,5362,4.3,2024,7,3,0,0,183,-1110.0,-1.6214321189634506,595,7.37
2024-07-02,Apple iPhone 14,66895,67289,394,4.4,2024,7,3,1,0,184,-453.0,-0.6726257646849199,596,0.59
2024-07-03,Apple iPhone 14,66936,67022,85,4.4,2024,7,3,2,0,185,41.0,0.06129008147095494,597,0.13
2024-07-04,Apple iPhone 14,68088,72091,4002,4.4,2024,7,3,3,0,186,1152.0,1.7210469702402253,598,5.55
2024-07-05,Apple iPhone 14,67547,70364,2816,4.3,2024,7,3,4,0,187,-541.0,-0.7945599812008042,599,4.0
2024-07-06,Apple iPhone 14,67103,68533,1430,4.4,2024,7,3,5,1,188,-444.0,-0.6573200882348584,600,2.09
2024-07-07,Apple iPhone 14,67665,71844,4179,4.3,2024,7,3,6,1,189,562.0,0.8375184417984238,601,5.82
2024-07-08,Apple iPhone 14,67532,71769,4236,4.4,2024,7,3,0,0,190,-133.0,-0.19655656543264843,602,5.9
2024-07-09,Apple iPhone 14,67698,68248,550,4.4,2024,7,3,1,0,191,166.0,0.2458093940650441,603,0.81
2024-07-10,Apple iPhone 14,68213,70151,1938,4.5,2024,7,3,2,0,192,515.0,0.7607314839433998,604,2.76
2024-07-11,Apple iPhone 14,68033,72286,4253,4.4,2024,7,3,3,0,193,-180.0,-0.2638793191913513,605,5.88
2024-07-12,Apple iPhone 14,68272,71168,2895,4.3,2024,7,3,4,0,194,239.0,0.3513001043611297,606,4.07
